Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
United Kingdom,GBR,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-1.80978814155872,-1.76623319868349,-1.97304333212519,-1.82808406238088,-2.29213993851292,-1.98153178021805,-3.12218245755459,-3.73342924098549,-3.88657975994758,-3.03919318860907,-2.77184107542602,-1.63097008877188,-3.14718914670129,-4.65119373117685,-5.01141706795705,-4.94667701136358,-5.49879734304565,-3.49784868993649,-3.92206514953074,-2.6851488847368,-2.89926408011784,-0.473835565696513,-3.2934952829899
United Kingdom,GBR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,164130335444.123,56090924808.7938,89760582753.2235,36011240472.8341,87059621382.2839,252653397148.111,203636431868.244,209514959646.908,253454117907.322,14547108445.0914,66734551294.0913,27012050072.3452,46750789727.7264,54473175400.2415,58890445252.714,45333483122.0899,324813224213.021,125358809934.121,-25055440306.9073,19790761929.1277,157185559299.99,5922252759.15616,44897919400.6377
United Kingdom,GBR,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,61.91,61.546,61.791,61.874,61.882,62.268,62.687,62.523,62.761,62.561,62.35,62.326,62.476,62.608,62.673,62.742,62.93,62.906,63.077,63.213,..,..,..
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,655448231983.527,559983634798.981,509795273806.715,558233745651.874,669289424806.307,891633839853.105,1107626541710.74,1397114486471.38,1695855083552.05,1666996438681.46,2208837745214.23,2616156223977.47,2465227803011.57,2472819535742.73,2456043727198.85,1802212206904.68,1795693482652.52,2063514977334.32,1916933898038.36,1873288205186.45,1476107231194.11,1649622821885.14,1920095779022.73
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.04414105947266,6.84035902487523,8.45016437708331,14.7149197228147,6.59718509985963,6.86953720898964,4.18356812896909,3.64127299102652,5.67859390284168,4.88803479876799,5.03872690108075,6.6364496221309,5.40349914036997,6.20431066640101,6.32904015516139,9.02990102416136,8.73914352329393,3.44637335032669,3.66485028376729,3.73297621216894,3.21176803803376,8.30165975585673,9.28010608956873
Brazil,BRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,5.60606514085735,8.22509432125631,9.79811223755975,14.0910215230394,7.75206076321267,7.43122475252851,6.77427411913297,6.43903808702757,8.7785527236756,7.31348274592885,8.42333833667878,8.3185922188201,7.9431269413538,7.50456453292993,7.84670974352809,7.56617501207116,8.10360435870246,3.67138451275035,4.49353433137021,4.22425886899158,6.47249960755747,11.3840611656746,8.28320602482108
Brazil,BRA,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,209303475221.7,192898635433.9,187234197023.3,182463411208.9,169840177807.8,163858909319,173440422462,198631567875,225760691337.9,237339015186.8,282425890192.5,357473329044.8,403476359320.1,445782225244,494559880064.9,487055204044.3,482174286897.5,486480491497.2,486906163033.1,485537190034.2,476159194495.8,473900954058.3,492900602679.7
Brazil,BRA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,13.9917031283152,13.59459737532,15.4058722696436,16.4179418086704,18.8550188616847,18.1140955523946,18.4098163559546,19.3463603261951,19.2268466341592,16.3803650670515,17.8023993797751,18.6012664334304,17.678108528341,18.1516908251896,16.1344050004833,14.5293471784979,13.421753005251,13.5777696868774,12.7074199533443,12.2507958430978,14.7933339204979,17.4018755581044,15.9462977352854
Brazil,BRA,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-4.0477413019387,-4.44478653179819,-1.84525901678299,0.392877183707378,1.33863064799445,1.3098846656652,0.97271052279238,-0.197096961071059,-2.09933784779966,-1.75935787342253,-3.92594604434557,-3.19461831898174,-3.75941611656142,-3.57422079596048,-4.4988303801852,-3.51839166782255,-1.70014397585458,-1.22787616777375,-2.85841589318322,-3.63113793678879,-1.91094194896304,-2.81020538694559,-2.79254307148421
Brazil,BRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,32994718699.75,23225846372.251,16586600193.114,10123013670.9901,18161380459.7533,15459981604.1196,19418085598.0794,44579492463.6336,50716402711.4787,31480931700,82389932468.07,102427228231.42,92568388321.34,75211029129.4,87713983217.24,64738153494.44,74294627801.19,68885491315.23,78162724370.35,69174411753.43,38270116307.45,46440503520.19,74606361830.23
Brazil,BRA,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,..,67.033,67.904,67.761,68.293,68.972,68.642,68.251,68.031,68.214,..,65.681,63.787,63.723,63.515,63.806,63.876,64.183,64.227,64.672,60.288,62.269,63.347
India,IND,GDP (current US$),NY.GDP.MKTP.CD,468394937255.803,485441014538.638,514937948874.212,607699285436.048,709148514815.787,820381595510.643,940259888794.351,1216736438842.41,1198895139014.62,1341888016984.36,1675615519489.35,1823051829900.81,1827637590787.19,1856721507681.08,2039126479228.11,2103588360066.32,2294796885682.55,2651474262735.28,2702929641707.38,2835606256616.03,2671595405986.86,3150306839142.13,3416645826052.87
India,IND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.0094359104519,3.77929312235634,4.29715203929573,3.80585899528851,3.76725173477509,4.24634362031933,5.79652337561618,6.3728813559324,8.34926704907572,10.8823529411766,11.9893899204244,8.9117933648337,9.47899691419792,10.0178784746106,6.66565671867867,4.90697344127221,4.9482163406217,3.32817337461305,3.93882646691605,3.72950573539131,6.62343677628578,5.13140747176368,6.6990341407983
India,IND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.64497015989629,3.21561601727176,3.71568377761413,3.8677980853483,5.72541322901259,5.6219032611496,8.40093821856824,6.94441825353633,9.19396962617334,7.04036543443634,10.5260308564116,8.73358014388084,7.93438627064478,6.18650398213003,3.33175692181283,2.27958810140629,3.23797495325803,3.96925792751712,3.88424027914405,2.4055171623353,4.7465489289995,8.53852548308286,8.22586949859702
India,IND,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,96781987974.9,95902046811.4,100722537163.6,111545423184.6,115722622000.4,111405902598.6,133403766763.4,166888120407,182241195718.7,203472565532,227852907387.3,250239597806.8,293112786006.4,328412503286,366169347893.8,391755392267.5,366260913921.7,408301540967.3,411718847724.2,448736621543.8,455716459629.9,474183401146,465672735217.5
India,IND,Gross savings (% of GDP),NY.GNS.ICTR.ZS,26.1190273121036,26.2598790266336,28.1114855742877,30.4709665422023,33.3325712421675,34.418022902624,36.3605321098447,37.0113890041279,36.2540826328161,35.617434813018,36.3058750409721,35.1317930940807,35.2612923136647,34.3046574870687,33.466025744283,32.4539241109125,31.7264147401491,31.7067531708775,31.4104922304857,29.7022005786718,28.507688200732,28.1814036439478,29.9474919873029
India,IND,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-0.982343805648837,0.290494936396436,1.3709411110344,1.44356106281762,0.110018663963655,-1.25350731467589,-0.988988302945319,-0.663717648768545,-2.58337749257963,-1.95146209113334,-3.25348368944327,-3.42928468604883,-5.00488971702126,-2.64566711725414,-1.33950896478618,-1.0675490716688,-0.52788060603306,-1.43948820322083,-2.42697545805262,-1.04961203907932,1.22511247454844,-1.06092393739783,-2.31370021875076
India,IND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,3584217307.18756,5128093561.62688,5208967106.27894,3681984671.43429,5429250989.85717,7269407225.61438,20029119267.1396,25227740886.6819,43406277075.8109,35581372929.6642,27396885033.7839,36498654597.8589,23995685014.2142,28153031270.3203,34576643694.1383,44009492129.5319,44458571545.798,39966091358.7384,42117450737.2644,50610647353.5912,64362364994.3754,44727277562.881,49940258404.266
India,IND,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,57.2,58.7,..,..,..,60.242,..,..,..,..,54.732,..,53.423,..,..,..,..,..,47.56,49.351,50.455,51.145,52.354
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1947981991011.77,1945790973803.15,2078484517474.51,2501640388482.35,2814353869359.08,2846864211175.1,2994703642023.53,3425578382921.58,3745264093617.19,3411261212652.34,3399667820000.01,3749314991050.59,3527143188785.16,3733804649549.03,3889093051023.52,3357585719351.56,3469853463945.53,3690849152517.65,3974443355019.6,3889177589254.9,3887727161914.41,4278503934689.85,4082469490797.68
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.44026838719741,1.98385731334471,1.42080615551526,1.03422218628562,1.66573696655992,1.54691114751328,1.57742642840563,2.29834400700951,2.62837981637219,0.312739007368447,1.1038103778926,2.07517283735874,2.00848884782956,1.50472330251876,0.906794000434246,0.514426137125456,0.491747008445174,1.50949485109628,1.73216879766942,1.44565976888253,0.144877925813982,3.06666666666673,6.87257438551097
Germany,DEU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-0.489389005327581,1.30499491007868,1.37812582409744,1.32125352370875,1.11559586662639,0.405207331851614,0.397281154893903,1.77027320694081,0.909330422301522,1.84189163776318,0.645275771121817,1.06948374534943,1.49648883779834,1.95939168302444,1.87793985374911,1.85367882408802,1.32775222269545,1.50373898915133,2.00749244131613,2.13030905148273,1.87258564805592,3.01963807375267,5.26832542370153
Germany,DEU,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Gross savings (% of GDP),NY.GNS.ICTR.ZS,22.6689179170166,22.5406476898151,22.6395896498412,21.7963954285767,24.3209472709007,24.1309601540795,26.3384218758585,28.2674380955193,27.1487000222647,24.3968387695954,25.7763685077646,27.8225868826586,26.8002636078929,26.5823854668175,27.5749043633887,28.3106449843399,28.603994946208,28.839017924296,29.878431742983,30.0872819195867,29.031497466695,30.8369943461518,29.1109541498972
Germany,DEU,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-1.7404661031122,-0.364863756166508,1.91103265835049,1.43846913459741,4.53055764563467,4.67487148183906,5.79311003542774,6.88284344098742,5.69385837100298,5.89620327507654,5.77032561821036,6.18704186665798,7.13185814001801,6.57196399679291,7.18487262809067,8.57954112280744,8.61588144190826,7.8479532810537,7.97314517814193,8.1737650367032,7.09592361406872,7.71225299390024,4.22437171462558
Germany,DEU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,248007397121.859,56948542386.9091,51268214890.6254,65401516009.2493,-20408419557.1429,59835195025.1917,87444159239.0628,50847183837.0148,30954735498.025,56701916794.97,86037502102.1645,97535403952.5493,65443087632.2705,67199694458.9368,19532082849.0843,62475577277.7991,64744235790.2129,109485971372.509,166915563991.374,73974461220.6158,176867343557.223,102155425721.645,62728998895.9956
Germany,DEU,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,57.458,57.479,57.272,57.317,56.872,58.416,58.957,59.149,59.236,59.392,59.368,60.088,60.067,60.351,60.405,60.166,61.005,61.207,61.281,61.916,60.645,60.463,61.26
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,69171451627.2465,73557840064.489,95054059302.6995,104738954264.226,135764731645.611,175670569969.346,238454997161.48,278260846800.103,339476276257.793,295008835380.997,366990417129.04,414466676831.16,463971018239.281,520117180313.906,574183763411.508,493026682800.63,404649125252.16,375745731053.427,421739251509.08,474517491092.913,432198898221.967,440838992188.478,472624597402.898
Nigeria,NGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.93329215565161,18.8736462093862,12.8765792031099,14.0317836131437,14.9980338183251,17.8634933661605,8.22522152017048,5.3880079685863,11.5810751748252,12.5378277304689,13.7400521363694,10.8261371880017,12.2242413020583,8.49551838265678,8.04741087967907,9.00943498007699,15.6968126387972,16.5022662139641,12.0951065173432,11.3964223378115,13.2460234276597,16.9528457221608,18.8471877843274
Nigeria,NGA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,22.6737374008784,10.0764772448642,21.1090500029288,9.80432377665896,22.3683414748423,19.8584947707524,23.8643811265432,7.09973099343016,7.9213872023645,0.686098874594009,16.342766325307,9.77845809675884,9.94763670635021,4.96474571561274,4.66262291733076,2.86366512298943,9.54367006412473,11.1189180817699,10.2284850865888,10.384779195217,7.84914204720589,10.1310336867347,11.3113349413983
Nigeria,NGA,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,32189541491.4,33136325833.7,34295807502.5,38273337578.8,40420815982.8,28871414300.9,12725445596.5,15240379487.7,16230634760.8,16659178237.9,16241455492.8,18431231882.2,18891949625.7,20849479983.3,26735251711.7,30374025504.7,32579823667.2,42934029278.9,50437249359.7,54533718563.9,58461424447.1,63240171000.2,67829602321.7
Nigeria,NGA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,10.7371768862312,3.36845503733351,1.13946817426016,3.23719691054246,12.4042052774237,20.7940448372854,15.3142425877272,9.93609280353569,8.58534493307944,4.70138235015375,3.57264829109627,2.57400123356654,3.7446896447893,3.66244030371784,0.157882534299197,-3.13140101186134,1.25472098152786,3.60982550121523,1.72693303668361,-2.88402835745397,-3.69874324218125,-0.738174986320455,0.215519643217474
Nigeria,NGA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1140167556.01589,1190618643.59162,1874070753.14014,2005353563.06398,1874060886.97608,4982533930.21739,4854353979.09081,6036021404.82071,8194071895.46245,8555990006.71682,6026253091.34715,8841062050.7726,7069908427.93651,5562857987.46966,4693828631.89583,3064168904.45333,3453258407.9848,2412974916.23264,775247400.003029,2305099811.70358,2385277665.91608,3313210000,-186792428.930928
Nigeria,NGA,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,..,..,..,..,55.9,..,..,..,..,..,..,60.413,..,59.808,..,72.245,74.582,76.337,..,58.872,..,..,81.394
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1211331651829.85,1339400897153.44,1470557654824.11,1660280543870.95,1955346768757.64,2285961149904.26,2752118657221.64,3550327803024.69,4594336785752.06,5101691124358.41,6087191746738.57,7551545703518.14,8532185381696.43,9570471111847.82,10475624944290.1,11061572618594.8,11233313730288.5,12310491333980.9,13894907857925.9,14279968506242.8,14687744162801,17820459508852.2,17963171479205.3
China,CHN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.347811226864587,0.719125609120114,-0.731970902350244,1.12760348729637,3.82463743108159,1.77641407667571,1.6494309945586,4.81676767378834,5.92525137041092,-0.728165250932898,3.17532475269199,5.55389892257493,2.61952432645541,2.62105001748115,1.92164162788521,1.43702380935655,2.00000182191943,1.59313600071436,2.07479039965576,2.89923416358227,2.41942189457782,0.981015135544882,1.97357555739051
China,CHN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.06279261260364,2.04704946627774,0.602099076385315,2.60317771538053,6.95199268014868,3.90374426938611,3.92654939808963,7.74968649156058,7.79534603755035,-0.209533359181677,6.88138025142841,8.07568446703404,2.33121757511319,2.16337002698883,1.03106368733947,-0.00294409357314862,1.40734602711936,4.23268197592985,3.49974763599464,1.28670040643908,0.492493917873077,4.55232657954579,2.24897445406873
China,CHN,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,132518343675.7,127717850330.2,119463812204.1,118735626282.3,131221456249.2,137251585790.9,152686277941.6,173676949315.9,198870361293.7,203028979852.1,219650176825.7,272117541016,345313808348.5,392681576206.9,528801810596,501839109841.7,603111760044,670232633700.9,732940209517.9,899184417331,1079933452987.2,1205349177090.9,1075367630186
China,CHN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,35.7395535327972,37.2692973712506,38.8832208940837,42.4135043464598,45.6723673329919,45.9547843099288,48.2605054273627,50.2752262161856,51.7875873835787,50.3730420809638,51.3267135751621,49.2333282506461,48.6653634059826,47.3783915437492,47.615818412864,45.4175894320337,44.3806614380728,44.9050475037892,44.4857479860413,43.773027958978,43.9264166559801,45.4706846353457,46.0174346347321
China,CHN,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,1.69386988022684,1.29916293448672,2.40874595181268,2.59303061884704,3.5257664671093,5.79093366359019,8.42416588601843,9.94788923254984,9.15406370398901,4.76815553882067,3.90673399988378,1.80223714350487,2.52446164533073,1.54855438303771,2.25329351832407,2.64901137604042,1.70330002825515,1.53264496925769,0.173667284671728,0.720658984390609,1.69417196526513,1.98022814428178,2.23710724518328
China,CHN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,42095300000,47053000000,53073618897.4036,57900937467.3864,68117272181.2194,104108693867.085,124082035618.506,156249335203.202,171534650311.569,131057052869.5,243703434558.178,280072219149.935,241213868161.42,290928431467.003,268097181064.335,242489331627.399,174749584584.051,166083755721.649,235365050036.341,187169822364.755,253095616058.58,344074977062.48,180166881345.04
China,CHN,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,74.19,76.46,75.66,74.99,74.24,74.24,73.73,73.18,72.83,72.46,70.96,70.84,70.7,70.68,70.63,70.69,70.89,..,..,..,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 05/30/2024,,,,,,,,,,,,,,,,,,,,,,,,,,
